subject_id,event_index,sequence,sequence_position,marker,quadrant,onset_sec,channel_index,active_pair,chromophore,baseline_m10_0,stim_m0_30,response_m5_30,response_minus_baseline_m5_30
P66,11,S2,3,M6,Q4,1080.5,2,1,HbO,5.107428388906862e-08,2.9792299674807742e-08,5.1029544211324994e-08,-4.473967774362315e-11
P66,11,S2,3,M6,Q4,1080.5,2,1,HbR,-2.143630226583446e-08,-4.286829460968178e-09,-6.421784121874831e-09,1.5014518143959626e-08
P66,11,S2,3,M6,Q4,1080.5,2,1,HbT,2.9637981623234174e-08,2.550547021383955e-08,4.460776008945013e-08,1.4969778466215953e-08
P66,11,S2,3,M6,Q4,1080.5,3,1,HbO,3.0780562036080564e-07,-1.1167743214098298e-07,-1.404740283373145e-07,-4.4827964869812014e-07
P66,11,S2,3,M6,Q4,1080.5,3,1,HbR,-9.53338809666785e-08,-1.5600806383280277e-08,4.159191983652046e-09,9.949307295033055e-08
P66,11,S2,3,M6,Q4,1080.5,3,1,HbT,2.124717393941271e-07,-1.2727823852426313e-07,-1.363148363536623e-07,-3.4878657574778944e-07
P66,11,S2,3,M6,Q4,1080.5,4,1,HbO,-4.934995752828451e-09,1.681890471849263e-08,2.6931807554473482e-08,3.1866803307301935e-08
P66,11,S2,3,M6,Q4,1080.5,4,1,HbR,4.800098841381386e-09,-5.2802654326027616e-09,-5.6946786549967566e-09,-1.0494777496378143e-08
P66,11,S2,3,M6,Q4,1080.5,4,1,HbT,-1.348969114470466e-10,1.1538639285889873e-08,2.123712889947671e-08,2.1372025810923756e-08
P66,11,S2,3,M6,Q4,1080.5,5,1,HbO,3.968076832005192e-08,-1.5303252072249524e-08,-1.5685226984610166e-08,-5.5365995304662084e-08
P66,11,S2,3,M6,Q4,1080.5,5,1,HbR,-2.2506913886113935e-08,-2.646874882662883e-09,4.104314108159902e-09,2.6611227994273838e-08
P66,11,S2,3,M6,Q4,1080.5,5,1,HbT,1.717385443393798e-08,-1.795012695491238e-08,-1.1580912876450254e-08,-2.8754767310388232e-08
P66,11,S2,3,M6,Q4,1080.5,6,0,HbO,7.376850126340604e-09,-9.302930253199139e-10,2.0263045639340536e-09,-5.3505455624065504e-09
P66,11,S2,3,M6,Q4,1080.5,6,0,HbR,-3.4755694768983994e-09,1.3867496303917929e-09,-2.339869924298818e-10,3.2415824844685175e-09
P66,11,S2,3,M6,Q4,1080.5,6,0,HbT,3.901280649442209e-09,4.564566050718791e-10,1.7923175715041705e-09,-2.1089630779380383e-09
P66,11,S2,3,M6,Q4,1080.5,7,1,HbO,3.675786410971757e-08,3.1528633925373585e-08,4.594291882514355e-08,9.18505471542598e-09
P66,11,S2,3,M6,Q4,1080.5,7,1,HbR,-1.908261189777689e-10,4.7667127687500305e-09,7.505706680129251e-09,7.69653279910702e-09
P66,11,S2,3,M6,Q4,1080.5,7,1,HbT,3.6567037990739724e-08,3.6295346694123595e-08,5.3448625505272776e-08,1.688158751453305e-08
P66,11,S2,3,M6,Q4,1080.5,8,1,HbO,9.860433954274263e-08,6.142263022603318e-08,8.9943711871386e-08,-8.66062767135663e-09
P66,11,S2,3,M6,Q4,1080.5,8,1,HbR,-2.545799772245461e-08,1.536277954617907e-08,2.2439230396673983e-08,4.7897228119128595e-08
P66,11,S2,3,M6,Q4,1080.5,8,1,HbT,7.31463418202881e-08,7.678540977221226e-08,1.1238294226805996e-07,3.923660044777186e-08
P66,11,S2,3,M6,Q4,1080.5,9,1,HbO,-3.978820360667097e-08,2.6881010622715148e-08,4.454764915074225e-08,8.433585275741322e-08
P66,11,S2,3,M6,Q4,1080.5,9,1,HbR,-8.226510133239254e-09,4.621491800726189e-08,6.225896004158145e-08,7.04854701748207e-08
P66,11,S2,3,M6,Q4,1080.5,9,1,HbT,-4.801471373991026e-08,7.309592862997705e-08,1.0680660919232374e-07,1.54821322932234e-07
P66,11,S2,3,M6,Q4,1080.5,10,1,HbO,-3.1239559678168746e-08,2.427533799634304e-08,5.2607516889672726e-08,8.384707656784147e-08
P66,11,S2,3,M6,Q4,1080.5,10,1,HbR,1.1879547056168152e-08,3.940852928179264e-09,1.5583526097451274e-09,-1.0321194446423025e-08
P66,11,S2,3,M6,Q4,1080.5,10,1,HbT,-1.936001262200061e-08,2.8216190924522337e-08,5.416586949941781e-08,7.352588212141842e-08
P66,11,S2,3,M6,Q4,1080.5,11,1,HbO,-9.089791401642539e-08,1.1962698558341328e-07,1.8397485683264025e-07,2.7487277084906563e-07
P66,11,S2,3,M6,Q4,1080.5,11,1,HbR,1.462516260781379e-08,-4.104452658964103e-10,-5.346380090356616e-09,-1.9971542698170405e-08
P66,11,S2,3,M6,Q4,1080.5,11,1,HbT,-7.627275140861164e-08,1.1921654031751697e-07,1.7862847674228375e-07,2.549012281508954e-07
P66,11,S2,3,M6,Q4,1080.5,12,1,HbO,2.2163492809425723e-08,1.7483471176025715e-07,2.4263382111191787e-07,2.2047032830249215e-07
P66,11,S2,3,M6,Q4,1080.5,12,1,HbR,5.980073219152712e-10,-1.0845113325860417e-08,-1.757541251453119e-08,-1.817341983644646e-08
P66,11,S2,3,M6,Q4,1080.5,12,1,HbT,2.2761500131340987e-08,1.639895984343966e-07,2.2505840859738664e-07,2.0229690846604564e-07
P66,11,S2,3,M6,Q4,1080.5,13,0,HbO,-9.532935197080963e-09,1.206844304014057e-08,1.603613910489322e-08,2.556907430197418e-08
P66,11,S2,3,M6,Q4,1080.5,13,0,HbR,4.094082960241224e-10,-2.560099445247302e-10,7.495551498607457e-10,3.4014685383662337e-10
P66,11,S2,3,M6,Q4,1080.5,13,0,HbT,-9.123526901056837e-09,1.1812433095615836e-08,1.6785694254753967e-08,2.5909221155810802e-08
P66,11,S2,3,M6,Q4,1080.5,14,1,HbO,1.8450459022988727e-07,-5.3242495725792877e-08,-5.462116303982925e-08,-2.391257532697165e-07
P66,11,S2,3,M6,Q4,1080.5,14,1,HbR,-4.185592687282413e-08,-5.901973334088981e-09,8.173887608784268e-09,5.00298144816084e-08
P66,11,S2,3,M6,Q4,1080.5,14,1,HbT,1.4264866335706318e-07,-5.914446905988181e-08,-4.6447275431045006e-08,-1.890959387881082e-07
P66,11,S2,3,M6,Q4,1080.5,15,1,HbO,2.3818201241118314e-07,-4.6980921322616136e-08,-4.035622422929016e-08,-2.785382366404733e-07
P66,11,S2,3,M6,Q4,1080.5,15,1,HbR,-5.455702395750861e-08,9.242243044560327e-10,2.221647564594137e-08,7.677349960344998e-08
P66,11,S2,3,M6,Q4,1080.5,15,1,HbT,1.8362498845367438e-07,-4.605669701816015e-08,-1.813974858334884e-08,-2.0176473703702323e-07
P66,11,S2,3,M6,Q4,1080.5,16,1,HbO,1.7508746527377765e-07,-1.2301288347751328e-07,-1.4529933516595176e-07,-3.2038680043972944e-07
P66,11,S2,3,M6,Q4,1080.5,16,1,HbR,-8.342671958726616e-08,3.957196093281933e-08,6.959595488087258e-08,1.5302267446813874e-07
P66,11,S2,3,M6,Q4,1080.5,16,1,HbT,9.166074568651155e-08,-8.34409225446939e-08,-7.570338028507916e-08,-1.673641259715907e-07
P66,11,S2,3,M6,Q4,1080.5,17,1,HbO,2.2475369413901002e-07,1.6242383871401014e-08,1.0322375584455558e-08,-2.1443131855455447e-07
P66,11,S2,3,M6,Q4,1080.5,17,1,HbR,-7.718560643272732e-08,1.0860815939796164e-08,2.5784603691903344e-08,1.0297021012463066e-07
P66,11,S2,3,M6,Q4,1080.5,17,1,HbT,1.4756808770628277e-07,2.7103199811197156e-08,3.6106979276358876e-08,-1.114611084299239e-07
P66,11,S2,3,M6,Q4,1080.5,18,1,HbO,6.416096838715559e-10,2.198990114103093e-11,9.10311830172402e-12,-6.325065655698319e-10
P66,11,S2,3,M6,Q4,1080.5,18,1,HbR,9.93216095063705e-12,1.6311787282173116e-10,1.6773290523020252e-10,1.5780074427956547e-10
P66,11,S2,3,M6,Q4,1080.5,18,1,HbT,6.51541844822193e-10,1.8510777396276213e-10,1.768360235319265e-10,-4.747058212902665e-10
P66,11,S2,3,M6,Q4,1080.5,19,1,HbO,2.9843614793070783e-10,-5.538963392077242e-12,-4.6716676092856434e-11,-3.451528240235643e-10
P66,11,S2,3,M6,Q4,1080.5,19,1,HbR,3.4676744609986264e-10,1.430160696301561e-11,3.5724906975661013e-12,-3.4319495540229653e-10
P66,11,S2,3,M6,Q4,1080.5,19,1,HbT,6.452035940305703e-10,8.762643570938411e-12,-4.314418539529038e-11,-6.883477794258606e-10
P66,11,S2,3,M6,Q4,1080.5,20,1,HbO,-3.5066994648905994e-10,1.3342060283989703e-10,1.578456711444984e-10,5.085156176335583e-10
P66,11,S2,3,M6,Q4,1080.5,20,1,HbR,1.3931660371926053e-10,-6.224093870455157e-11,-6.307992106031531e-11,-2.0239652477957583e-10
P66,11,S2,3,M6,Q4,1080.5,20,1,HbT,-2.113533427697995e-10,7.11796641353454e-11,9.476575008418305e-11,3.0611909285398255e-10
P66,11,S2,3,M6,Q4,1080.5,21,1,HbO,-2.9958628566981135e-10,1.921378391712611e-10,1.9251125110739433e-10,4.920975367772057e-10
P66,11,S2,3,M6,Q4,1080.5,21,1,HbR,-1.5406284971897385e-10,5.435698447871274e-11,6.911506445786181e-11,2.2317791417683568e-10
P66,11,S2,3,M6,Q4,1080.5,21,1,HbT,-4.53649135388785e-10,2.4649482364997386e-10,2.616263155652562e-10,7.152754509540412e-10
P66,11,S2,3,M6,Q4,1080.5,22,1,HbO,7.502328190924189e-08,-2.2271565312103377e-08,2.2714984114458398e-09,-7.275178349779604e-08
P66,11,S2,3,M6,Q4,1080.5,22,1,HbR,-6.045372465943104e-08,2.3557944755667762e-08,3.853338809122229e-08,9.898711275065332e-08
P66,11,S2,3,M6,Q4,1080.5,22,1,HbT,1.456955724981087e-08,1.2863794435643875e-09,4.0804886502668106e-08,2.6235329252857237e-08
P66,11,S2,3,M6,Q4,1080.5,23,1,HbO,1.595166618214598e-08,2.873281023340467e-08,6.189018022660288e-08,4.5938514044456904e-08
P66,11,S2,3,M6,Q4,1080.5,23,1,HbR,-3.685002018774111e-08,4.635974050415092e-08,5.789000592113757e-08,9.474002610887868e-08
P66,11,S2,3,M6,Q4,1080.5,23,1,HbT,-2.089835400559515e-08,7.509255073755562e-08,1.1978018614774043e-07,1.4067854015333558e-07
P66,12,S2,4,M4,Q2,1170.0,1,1,HbO,-2.0142688124656314e-08,6.568014987107227e-08,6.789718612928527e-08,8.80398742539416e-08
P66,12,S2,4,M4,Q2,1170.0,1,1,HbR,-7.705382215359758e-09,1.767588099903578e-08,1.713870497555697e-08,2.4844087190916725e-08
P66,12,S2,4,M4,Q2,1170.0,1,1,HbT,-2.7848070340016066e-08,8.33560308701081e-08,8.503589110484232e-08,1.1288396144485838e-07
P66,12,S2,4,M4,Q2,1170.0,2,1,HbO,5.3936937776327486e-08,-3.567424493926995e-08,-1.136791472979294e-08,-6.530485250612043e-08
P66,12,S2,4,M4,Q2,1170.0,2,1,HbR,5.6782119971761735e-09,-8.321537822514119e-10,-9.599316072357095e-09,-1.5277528069533267e-08
P66,12,S2,4,M4,Q2,1170.0,2,1,HbT,5.961514977350362e-08,-3.650639872152136e-08,-2.0967230802150034e-08,-8.058238057565365e-08
P66,12,S2,4,M4,Q2,1170.0,3,1,HbO,-6.998116436617128e-08,5.780106818642367e-08,7.255055116743624e-08,1.4253171553360754e-07
P66,12,S2,4,M4,Q2,1170.0,3,1,HbR,-1.077046453548006e-09,1.1257579578499088e-08,7.418561364233569e-09,8.495607817781575e-09
P66,12,S2,4,M4,Q2,1170.0,3,1,HbT,-7.105821081971928e-08,6.905864776492282e-08,7.99691125316699e-08,1.5102732335138918e-07
P66,12,S2,4,M4,Q2,1170.0,4,1,HbO,3.2156967267064526e-08,3.505916228300232e-09,1.4625644397474185e-08,-1.753132286959034e-08
P66,12,S2,4,M4,Q2,1170.0,4,1,HbR,-1.8778383753061918e-09,3.910827873490633e-09,1.05208420626349e-09,2.929922581569682e-09
P66,12,S2,4,M4,Q2,1170.0,4,1,HbT,3.027912889175832e-08,7.416744101790872e-09,1.5677728603737648e-08,-1.4601400288020674e-08
P66,12,S2,4,M4,Q2,1170.0,5,1,HbO,1.7479168909171497e-08,1.961148448666407e-08,5.698992773383965e-08,3.951075882466815e-08
P66,12,S2,4,M4,Q2,1170.0,5,1,HbR,3.058369703606946e-08,7.992776621699779e-09,1.0360370213690925e-09,-2.9547660014700368e-08
P66,12,S2,4,M4,Q2,1170.0,5,1,HbT,4.8062865945240996e-08,2.7604261108363854e-08,5.802596475520884e-08,9.963098809967844e-09
P66,12,S2,4,M4,Q2,1170.0,6,0,HbO,-1.8213331593073495e-09,-3.294015153326259e-09,-5.073979268187206e-09,-3.252646108879856e-09
P66,12,S2,4,M4,Q2,1170.0,6,0,HbR,-9.655777857150745e-10,5.200902635689181e-09,6.464586524094836e-09,7.43016430980991e-09
P66,12,S2,4,M4,Q2,1170.0,6,0,HbT,-2.7869109450224234e-09,1.9068874823629247e-09,1.3906072559076358e-09,4.177518200930059e-09
P66,12,S2,4,M4,Q2,1170.0,7,1,HbO,1.1559138970178946e-07,3.2961768414090367e-08,6.967329039010896e-08,-4.591809931168049e-08
P66,12,S2,4,M4,Q2,1170.0,7,1,HbR,-1.9176012068390942e-08,2.6898355822697404e-08,2.7744504950009666e-08,4.692051701840061e-08
P66,12,S2,4,M4,Q2,1170.0,7,1,HbT,9.641537763339857e-08,5.986012423678778e-08,9.741779534011862e-08,1.0024177067200488e-09
P66,12,S2,4,M4,Q2,1170.0,8,1,HbO,1.1625987829310338e-07,-3.796172201352402e-08,1.689546867069136e-08,-9.936440962241203e-08
P66,12,S2,4,M4,Q2,1170.0,8,1,HbR,-3.6684152315988786e-08,7.423081590760998e-08,7.953608639778005e-08,1.1622023871376884e-07
P66,12,S2,4,M4,Q2,1170.0,8,1,HbT,7.957572597711461e-08,3.626909389408594e-08,9.643155506847164e-08,1.6855829091357034e-08
P66,12,S2,4,M4,Q2,1170.0,9,1,HbO,-1.275822228010057e-08,8.93550811946044e-08,1.3037736531393898e-07,1.4313558759403953e-07
P66,12,S2,4,M4,Q2,1170.0,9,1,HbR,7.084587051638509e-08,8.539163975099292e-09,1.0818978261068862e-08,-6.002689225531622e-08
P66,12,S2,4,M4,Q2,1170.0,9,1,HbT,5.808764823628448e-08,9.789424516970376e-08,1.4119634357500786e-07,8.310869533872338e-08
P66,12,S2,4,M4,Q2,1170.0,10,1,HbO,-3.889604397700735e-09,5.3921817246014985e-08,8.915127085221477e-08,9.30408752499155e-08
P66,12,S2,4,M4,Q2,1170.0,10,1,HbR,4.3460330840648826e-08,-1.7137129651787473e-08,-2.7471915871319346e-08,-7.093224671196818e-08
P66,12,S2,4,M4,Q2,1170.0,10,1,HbT,3.957072644294808e-08,3.678468759422751e-08,6.167935498089537e-08,2.2108628537947286e-08
P66,12,S2,4,M4,Q2,1170.0,11,1,HbO,9.081821190658913e-08,3.7887328490168046e-08,6.246839478182434e-08,-2.8349817124764787e-08
P66,12,S2,4,M4,Q2,1170.0,11,1,HbR,9.52355616837529e-09,6.512730095677673e-09,3.504052576083214e-09,-6.0195035922920755e-09
P66,12,S2,4,M4,Q2,1170.0,11,1,HbT,1.0034176807496439e-07,4.4400058585845685e-08,6.597244735790747e-08,-3.4369320717056924e-08
P66,12,S2,4,M4,Q2,1170.0,12,1,HbO,1.4234729915997832e-07,3.2859063871065085e-08,6.361001025856836e-08,-7.873728890140996e-08
P66,12,S2,4,M4,Q2,1170.0,12,1,HbR,-1.2196986891747954e-08,1.2140794035844398e-08,7.0176248778261125e-09,1.9214611769574066e-08
P66,12,S2,4,M4,Q2,1170.0,12,1,HbT,1.3015031226823032e-07,4.499985790690955e-08,7.062763513639461e-08,-5.952267713183572e-08
P66,12,S2,4,M4,Q2,1170.0,13,0,HbO,6.046275656140712e-09,1.1204523251778595e-08,1.7347973096481654e-08,1.1301697440340942e-08
P66,12,S2,4,M4,Q2,1170.0,13,0,HbR,4.5077279328860515e-09,-8.835570052648655e-09,-9.739267979984823e-09,-1.4246995912870875e-08
P66,12,S2,4,M4,Q2,1170.0,13,0,HbT,1.0554003589026754e-08,2.368953199129934e-09,7.608705116496831e-09,-2.9452984725299226e-09
P66,12,S2,4,M4,Q2,1170.0,14,1,HbO,-5.6830257509482436e-08,9.119173505031326e-08,8.518983781992224e-08,1.4202009532940468e-07
P66,12,S2,4,M4,Q2,1170.0,14,1,HbR,2.4850069035629296e-08,8.67909335624931e-09,-5.195202716022205e-09,-3.00452717516515e-08
P66,12,S2,4,M4,Q2,1170.0,14,1,HbT,-3.198018847385313e-08,9.987082840656255e-08,7.999463510390006e-08,1.119748235777532e-07
P66,12,S2,4,M4,Q2,1170.0,15,1,HbO,-3.312388907819714e-08,6.014213497414688e-08,2.843585991111247e-08,6.155974898930962e-08
P66,12,S2,4,M4,Q2,1170.0,15,1,HbR,5.616810219413656e-08,5.055523668930713e-09,-1.079265609713981e-08,-6.696075829127638e-08
P66,12,S2,4,M4,Q2,1170.0,15,1,HbT,2.3044213115939427e-08,6.51976586430775e-08,1.7643203813972665e-08,-5.401009301966762e-09
P66,12,S2,4,M4,Q2,1170.0,16,1,HbO,7.2396677531614e-08,4.337698872553671e-08,7.293550295011647e-08,5.388254185024649e-10
P66,12,S2,4,M4,Q2,1170.0,16,1,HbR,2.8210714853117587e-08,4.014938891199896e-08,4.3734342073850125e-08,1.552362722073254e-08
P66,12,S2,4,M4,Q2,1170.0,16,1,HbT,1.0060739238473156e-07,8.352637763753563e-08,1.1666984502396654e-07,1.6062452639234974e-08
P66,12,S2,4,M4,Q2,1170.0,17,1,HbO,8.696117579661662e-09,5.387868233308677e-08,8.955788160945675e-08,8.086176402979509e-08
P66,12,S2,4,M4,Q2,1170.0,17,1,HbR,3.524705884983036e-08,3.0310839159516344e-10,-6.152192333705547e-09,-4.139925118353591e-08
P66,12,S2,4,M4,Q2,1170.0,17,1,HbT,4.394317642949207e-08,5.4181790724681904e-08,8.340568927575112e-08,3.9462512846259054e-08
P66,12,S2,4,M4,Q2,1170.0,18,1,HbO,1.8260158782477757e-11,4.792468693487914e-10,4.320704923135235e-10,4.1381033353104576e-10
P66,12,S2,4,M4,Q2,1170.0,18,1,HbR,4.7756218749122e-10,1.5298530010070307e-10,2.384101120179526e-10,-2.3915207547326744e-10
P66,12,S2,4,M4,Q2,1170.0,18,1,HbT,4.958223462736976e-10,6.322321694494945e-10,6.704806043314761e-10,1.7465825805777847e-10
P66,12,S2,4,M4,Q2,1170.0,19,1,HbO,-2.7051828335951936e-10,3.468997594524513e-10,3.8071740611277307e-10,6.512356894722924e-10
P66,12,S2,4,M4,Q2,1170.0,19,1,HbR,1.2772261428277787e-10,2.1373264440426413e-10,1.8300562626810401e-10,5.528301198532615e-11
P66,12,S2,4,M4,Q2,1170.0,19,1,HbT,-1.4279566907674177e-10,5.606324038567154e-10,5.637230323808775e-10,7.065187014576193e-10
P66,12,S2,4,M4,Q2,1170.0,20,1,HbO,1.6694839629952035e-10,1.2281662277624391e-10,2.1054641155570124e-10,4.3598015256180894e-11
P66,12,S2,4,M4,Q2,1170.0,20,1,HbR,-6.00045934549877e-11,-6.42215012716569e-11,-9.80757178391208e-11,-3.807112438413309e-11
P66,12,S2,4,M4,Q2,1170.0,20,1,HbT,1.0694380284453266e-10,5.85951215045869e-11,1.1247069371658029e-10,5.526890872047633e-12
P66,12,S2,4,M4,Q2,1170.0,21,1,HbO,1.0957340973374703e-10,6.407208016093135e-11,1.1712852681174617e-10,7.555117077999141e-12
P66,12,S2,4,M4,Q2,1170.0,21,1,HbR,5.7472373069280076e-11,6.683161157652971e-11,9.568049049390547e-11,3.8208117424625395e-11
P66,12,S2,4,M4,Q2,1170.0,21,1,HbT,1.670457828030272e-10,1.3090369173746111e-10,2.128090173056517e-10,4.5763234502624484e-11
P66,12,S2,4,M4,Q2,1170.0,22,1,HbO,-1.2169631593009923e-07,5.059714800964776e-08,1.1310505881920522e-07,2.3480137474930445e-07
P66,12,S2,4,M4,Q2,1170.0,22,1,HbR,2.5877597929255497e-08,1.931524890676647e-08,2.7318410569883617e-08,1.4408126406281199e-09
P66,12,S2,4,M4,Q2,1170.0,22,1,HbT,-9.581871800084379e-08,6.991239691641427e-08,1.404234693890887e-07,2.362421873899325e-07
P66,12,S2,4,M4,Q2,1170.0,23,1,HbO,-1.1418747478694394e-07,-1.0724670402141967e-08,2.006735453379608e-08,1.3425482932074003e-07
P66,12,S2,4,M4,Q2,1170.0,23,1,HbR,8.085275044127618e-09,5.131076063789771e-08,6.358265932492238e-08,5.5497384280794764e-08
P66,12,S2,4,M4,Q2,1170.0,23,1,HbT,-1.0610219974281629e-07,4.058609023575578e-08,8.365001385871846e-08,1.8975221360153474e-07
P42,1,S3,1,M4,Q2,59.8,1,1,HbO,-7.775536500434635e-08,6.589153707918291e-08,9.209988647159345e-08,1.698552514759398e-07
P42,1,S3,1,M4,Q2,59.8,1,1,HbR,5.4858375525919797e-08,-5.594564089447377e-08,-6.957144217798069e-08,-1.2442981770390048e-07
P42,1,S3,1,M4,Q2,59.8,1,1,HbT,-2.289698947842656e-08,9.945896184709156e-09,2.2528444293612775e-08,4.542543377203933e-08
P42,1,S3,1,M4,Q2,59.8,2,1,HbO,1.3899124820501287e-07,2.5623479311448725e-08,8.077341428840843e-08,-5.821783391660444e-08
P42,1,S3,1,M4,Q2,59.8,2,1,HbR,-9.788933115539166e-08,-4.0839002156893524e-08,-3.201512640651617e-08,6.587420474887548e-08
P42,1,S3,1,M4,Q2,59.8,2,1,HbT,4.110191704962112e-08,-1.5215522845444782e-08,4.8758287881892285e-08,7.656370832271166e-09
P42,1,S3,1,M4,Q2,59.8,3,1,HbO,-4.631607078043842e-08,2.7475691079249014e-09,2.5674386031328032e-08,7.199045681176645e-08
P42,1,S3,1,M4,Q2,59.8,3,1,HbR,1.6063366498659556e-08,-4.679095549483197e-09,-8.78647177141343e-09,-2.4849838270072987e-08
P42,1,S3,1,M4,Q2,59.8,3,1,HbT,-3.0252704281778875e-08,-1.9315264415583182e-09,1.6887914259914602e-08,4.714061854169348e-08
P42,1,S3,1,M4,Q2,59.8,4,1,HbO,-5.6376622251408505e-08,-1.2955700423719072e-09,3.0156093836262747e-08,8.653271608767125e-08
P42,1,S3,1,M4,Q2,59.8,4,1,HbR,2.4906976120235753e-08,-1.4894812774056485e-08,-2.363407034509481e-08,-4.8541046465330565e-08
P42,1,S3,1,M4,Q2,59.8,4,1,HbT,-3.1469646131172756e-08,-1.6190382816428344e-08,6.522023491167952e-09,3.7991669622340707e-08
P42,1,S3,1,M4,Q2,59.8,5,1,HbO,8.591820460892888e-08,5.745073268547782e-09,4.41902545159867e-08,-4.172795009294218e-08
P42,1,S3,1,M4,Q2,59.8,5,1,HbR,2.380973786377326e-08,-1.7117631698034898e-08,-2.6741917053903485e-08,-5.055165491767674e-08
P42,1,S3,1,M4,Q2,59.8,5,1,HbT,1.0972794247270212e-07,-1.1372558429487111e-08,1.7448337462083263e-08,-9.227960501061885e-08
P42,1,S3,1,M4,Q2,59.8,6,0,HbO,-1.3030400939836726e-08,-7.250270731871916e-09,-4.953522703785822e-09,8.076878236050904e-09
P42,1,S3,1,M4,Q2,59.8,6,0,HbR,9.860535054745685e-09,2.9312265834542443e-09,9.78328129748338e-10,-8.882206924997348e-09
P42,1,S3,1,M4,Q2,59.8,6,0,HbT,-3.1698658850910342e-09,-4.319044148417677e-09,-3.975194574037485e-09,-8.053286889464506e-10
P42,1,S3,1,M4,Q2,59.8,7,1,HbO,4.217747267148514e-08,-4.324152758639256e-08,1.3063266161346607e-08,-2.9114206510138534e-08
P42,1,S3,1,M4,Q2,59.8,7,1,HbR,-1.6601294478407456e-08,-2.028671872180512e-08,-3.642918233618856e-08,-1.9827887857781105e-08
P42,1,S3,1,M4,Q2,59.8,7,1,HbT,2.5576178193077654e-08,-6.352824630819763e-08,-2.3365916174842012e-08,-4.8942094367919665e-08
P42,1,S3,1,M4,Q2,59.8,8,1,HbO,8.86516782111466e-08,-5.053763050037534e-08,-2.3275296552349477e-08,-1.1192697476349608e-07
P42,1,S3,1,M4,Q2,59.8,8,1,HbR,-3.579074929772036e-08,-3.189905847190653e-09,-1.4419652254765922e-08,2.1371097042954435e-08
P42,1,S3,1,M4,Q2,59.8,8,1,HbT,5.2860928913426245e-08,-5.372753634756606e-08,-3.7694948807115445e-08,-9.055587772054169e-08
P42,1,S3,1,M4,Q2,59.8,9,1,HbO,6.939307463102461e-08,-6.00919823423907e-08,-2.6785906604542223e-08,-9.617898123556684e-08
P42,1,S3,1,M4,Q2,59.8,9,1,HbR,-1.4891049772062701e-08,-1.0648781141851067e-08,-1.3639665861850262e-08,1.2513839102124387e-09
P42,1,S3,1,M4,Q2,59.8,9,1,HbT,5.4502024858961906e-08,-7.074076348424173e-08,-4.042557246639245e-08,-9.492759732535436e-08
P42,1,S3,1,M4,Q2,59.8,10,1,HbO,7.407026227198314e-08,-7.764389676794385e-08,-3.5622854341586676e-08,-1.0969311661356981e-07
P42,1,S3,1,M4,Q2,59.8,10,1,HbR,-2.0738780163897233e-08,1.1416796731005264e-08,4.018879384636812e-09,2.4757659548534046e-08
P42,1,S3,1,M4,Q2,59.8,10,1,HbT,5.333148210808595e-08,-6.622710003693886e-08,-3.16039749569501e-08,-8.493545706503604e-08
P42,1,S3,1,M4,Q2,59.8,11,1,HbO,4.9680630426493696e-08,-9.859231718856624e-08,-6.830087902983988e-08,-1.1798150945633357e-07
P42,1,S3,1,M4,Q2,59.8,11,1,HbR,-2.602665367524732e-08,1.7149074318115847e-08,7.243203290991244e-09,3.326985696623857e-08
P42,1,S3,1,M4,Q2,59.8,11,1,HbT,2.3653976751246405e-08,-8.144324287045051e-08,-6.10576757388486e-08,-8.471165249009502e-08
P42,1,S3,1,M4,Q2,59.8,12,1,HbO,5.7796195786152814e-08,-1.2588056099441579e-07,-1.0626916531998492e-07,-1.6406536110613775e-07
P42,1,S3,1,M4,Q2,59.8,12,1,HbR,-3.431460889667822e-08,1.6612387926447197e-08,1.0974120096590057e-08,4.528872899326827e-08
P42,1,S3,1,M4,Q2,59.8,12,1,HbT,2.3481586889474614e-08,-1.0926817306796864e-07,-9.52950452233949e-08,-1.1877663211286952e-07
P42,1,S3,1,M4,Q2,59.8,13,0,HbO,2.6818503142170107e-08,-4.050756972024905e-09,-4.325619330034923e-09,-3.114412247220503e-08
P42,1,S3,1,M4,Q2,59.8,13,0,HbR,-7.64421274841978e-09,5.758927851850239e-10,-3.5355863366068306e-10,7.290654114759097e-09
P42,1,S3,1,M4,Q2,59.8,13,0,HbT,1.917429039375031e-08,-3.4748641868398826e-09,-4.679177963695611e-09,-2.385346835744592e-08
P42,1,S3,1,M4,Q2,59.8,14,1,HbO,1.5736877049362696e-08,-4.973454410797431e-08,-5.6996146316967686e-08,-7.273302336633038e-08
P42,1,S3,1,M4,Q2,59.8,14,1,HbR,-1.4355480610714341e-08,8.73923786020282e-09,1.107232591277978e-08,2.542780652349412e-08
P42,1,S3,1,M4,Q2,59.8,14,1,HbT,1.3813964386483412e-09,-4.0995306247771506e-08,-4.592382040418793e-08,-4.730521684283627e-08
P42,1,S3,1,M4,Q2,59.8,15,1,HbO,-1.8214144962290647e-07,-1.837201116991443e-07,-1.9359452105867748e-07,-1.1453071435771012e-08
P42,1,S3,1,M4,Q2,59.8,15,1,HbR,1.5001923613190171e-07,1.6155039848620687e-07,1.3185479074506979e-07,-1.816444538683193e-08
P42,1,S3,1,M4,Q2,59.8,15,1,HbT,-3.2122213491004757e-08,-2.2169713212937387e-08,-6.173973031360783e-08,-2.9617516822603073e-08
