subject_id,marker,roi,motion_correction,hpf,baseline_m10_0,stim_m0_30,response_m5_30,response_minus_baseline_m5_30
P03,M6,Right_Temporal,none,0,-0.10454637417496214,6.0307712013000500e-2,0.1074415172182253,0.21198789139318747
P03,M6,head,none,0,0.52573668598501111,0.43337832408801202,0.40051442415423755,-0.12522226183077351
P04,M3,Left_Temporal,none,0,2.3737908042513363e-2,1.3331441829104618e-2,0.01204007921225636,-1.1697828830257011e-2
P04,M3,PFC_Frontal,none,0,-0.27610469832136952,-2.022271722427585120e-1,-0.20935490763470133,0.066749790686668156
P04,M3,Right_Temporal,none,0,0.30065723729544303,-1.985099534645940e-2,-1.9717972747002043e-2,-0.32037521004244507
P04,M3,head,none,0,-0.10913240461076092,-0.12643006920120384,-0.13106311301857634,-2.193070840781537e-2
P04,M4,Left_Temporal,none,0,-7.849175567620714e-3,-1.4988224466416787e-2,-1.6563307929057231e-2,-8.714132361436526e-3
P04,M4,PFC_Frontal,none,0,5.283788308681472e-2,0.072750513171674816,0.061848596392602123,9.0107133057874360e-3
P04,M4,Right_Temporal,none,0,0.2855829478637979,-0.04267065241470365,-0.065669139890618997,-0.35125208775441663
P04,M4,head,none,0,0.08561083663396668,3.405338874796614e-2,2.2623902944053422e-2,-0.062986933689913135
P04,M5,Left_Temporal,none,0,0.027305352468433991,1.5998950539909267e-2,0.01466605078672259,-1.2639301681711387e-2
P04,M5,PFC_Frontal,none,0,0.14391282166987626,1.31781208735717129e-2,1.3618210394216918e-3,-0.14255100063045459
P04,M5,Right_Temporal,none,0,-1.7377747267590226e-2,-0.019705657872680561,-1.9789708819746582e-2,-2.4119615521564622e-3
P04,M5,head,none,0,9.097986202436970e-2,7.451844858349874e-3,-1.3290279141020367e-4,-9.111276481578006e-2
P04,M6,Left_Temporal,none,0,-2.786463031921957e-2,-0.036068687453661832,-3.7306033161598332e-2,-9.441402842378771e-3
P04,M6,PFC_Frontal,none,0,0.14189796403479393,0.18937593143668124,2.13518958027489361e-1,7.162099399269538e-2
P04,M6,Right_Temporal,none,0,-0.064373817076480336,-0.068760410124683105,-0.069149178580084986,-4.775361503604659e-3
P04,M6,head,none,0,0.07027236870807245,9.72652723030226368e-2,0.11190121939955368,0.041628850691481242
