subject_id,event_index,bin,bin_lo,value,n_samples,run_index,position_in_run,cycle_position
P57,6,"[20,25)",20,-0.10146912058564861,1050,2,2,follows a 90-s cycle
P57,6,"[25,30)",25,-0.1532456411586196,1050,2,2,follows a 90-s cycle
P57,6,"[30,35)",30,-0.18999286563457324,1050,2,2,follows a 90-s cycle
P57,6,"[35,40)",35,-0.13098488383909568,1050,2,2,follows a 90-s cycle
P57,6,"[40,45)",40,-0.021515896314215178,1050,2,2,follows a 90-s cycle
P57,6,"[45,50)",45,0.13872084319665523,1050,2,2,follows a 90-s cycle
P57,6,"[5,10)",5,-0.1382501901007202,1050,2,2,follows a 90-s cycle
P57,6,"[50,55)",50,0.1630070686648724,1050,2,2,follows a 90-s cycle
P57,6,"[55,60)",55,0.17020709468641665,1050,2,2,follows a 90-s cycle
P57,6,"[60,65)",60,0.1317140672727908,1050,2,2,follows a 90-s cycle
P57,6,"[65,70)",65,-0.015769018865939836,1050,2,2,follows a 90-s cycle
P57,6,"[70,75)",70,-0.013065099062953833,1050,2,2,follows a 90-s cycle
P57,6,"[75,80)",75,-0.02995526328116092,1050,2,2,follows a 90-s cycle
P57,6,"[80,85)",80,-0.039199678586169615,1050,2,2,follows a 90-s cycle
P57,6,"[85,90)",85,-0.1427159062125328,1050,2,2,follows a 90-s cycle
P57,7,"[-10,-5)",-10,-0.042354036738978515,1050,2,3,follows a 90-s cycle
P57,7,"[-5,0)",-5,-0.15329045791115692,1050,2,3,follows a 90-s cycle
P57,7,"[0,5)",0,-0.07669297659489324,1050,2,3,follows a 90-s cycle
P57,7,"[10,15)",10,0.08207396908153393,1050,2,3,follows a 90-s cycle
P57,7,"[15,20)",15,0.09396314550375565,1050,2,3,follows a 90-s cycle
P57,7,"[20,25)",20,0.11004585456133051,1050,2,3,follows a 90-s cycle
P57,7,"[25,30)",25,0.025829906849901954,1050,2,3,follows a 90-s cycle
P57,7,"[30,35)",30,-0.12683896051058388,1050,2,3,follows a 90-s cycle
P57,7,"[35,40)",35,-0.11218035697567062,1050,2,3,follows a 90-s cycle
P57,7,"[40,45)",40,-0.13103359749417692,1050,2,3,follows a 90-s cycle
P57,7,"[45,50)",45,-0.13672074412014956,1050,2,3,follows a 90-s cycle
P57,7,"[5,10)",5,0.11129622412405826,1050,2,3,follows a 90-s cycle
P57,7,"[50,55)",50,-0.15318254292302083,1050,2,3,follows a 90-s cycle
P57,7,"[55,60)",55,-0.07670690210383398,1050,2,3,follows a 90-s cycle
P57,7,"[60,65)",60,0.005009784724580075,1050,2,3,follows a 90-s cycle
P57,7,"[65,70)",65,0.07197315959890467,1050,2,3,follows a 90-s cycle
P57,7,"[70,75)",70,0.17439329418756672,1050,2,3,follows a 90-s cycle
P57,7,"[75,80)",75,0.16272421439372786,1050,2,3,follows a 90-s cycle
P57,7,"[80,85)",80,0.17040554141212216,1050,2,3,follows a 90-s cycle
P57,7,"[85,90)",85,0.1682593500947133,1050,2,3,follows a 90-s cycle
P57,8,"[-10,-5)",-10,0.19057368783786952,1050,2,4,follows a 90-s cycle
P57,8,"[-5,0)",-5,0.14630202052221972,1050,2,4,follows a 90-s cycle
P57,8,"[0,5)",0,0.17018778596738102,1050,2,4,follows a 90-s cycle
P57,8,"[10,15)",10,0.05745615761156915,1050,2,4,follows a 90-s cycle
P57,8,"[15,20)",15,-0.09592567643558748,1050,2,4,follows a 90-s cycle
