time_s,intensity_760nm,intensity_850nm
771.0000,0.56452596,0.83768696
772.0000,0.56327283,0.83548933
773.0000,0.55990326,0.82671595
774.0000,0.56345254,0.82816011
775.0000,0.56664324,0.82927531
776.0000,0.56719315,0.82889056
777.0000,0.56115252,0.82170159
778.0000,0.56100023,0.82928884
779.0000,0.56276965,0.83757067
780.0000,0.56059146,0.83206761
781.0000,0.56509256,0.8413322
782.0000,0.56939507,0.8522557
783.0000,0.57375419,0.86527807
784.0000,0.57553375,0.87047654
785.0000,0.56341141,0.84338021
786.0000,0.55881709,0.83156347
787.0000,0.56213182,0.83666027
788.0000,0.56370604,0.83839494
789.0000,0.56530321,0.83730167
790.0000,0.56407076,0.83006054
791.0000,0.55341113,0.80746758
792.0000,0.55661589,0.8126471
793.0000,0.56504774,0.82920587
794.0000,0.56963623,0.84313494
795.0000,0.567424,0.84210467
796.0000,0.56926489,0.85071957
797.0000,0.55956703,0.83407092
798.0000,0.5602991,0.83570153
799.0000,0.55861396,0.83481508
800.0000,0.56204045,0.84545797
801.0000,0.56680936,0.86212075
802.0000,0.56318069,0.85848963
803.0000,0.56029296,0.84971017
804.0000,0.55952185,0.84105772
805.0000,0.56547153,0.852135
806.0000,0.56773388,0.85527408
807.0000,0.56207824,0.83938241
808.0000,0.55686814,0.82558799
809.0000,0.55985844,0.83211154
810.0000,0.56699342,0.85123003
811.0000,0.57207668,0.8690505
